"Name";"Nation";"Position";"Club";"Int Caps";"Int Goals";"Wage";"Value";"Date Of Birth";"Contract End";"Unique ID";"Club ID"
"Boura, Ismaël";"Comores / France";"D/WB L";"Troyes";"5";"0";"4510";"981180";"14.08.2000";"30.06.2027";"49041400";"1971"
"Ahamada, Naouirou";"France / Comores";"DM, AM C";"Auxerre";"0";"0";"20050";"1281590";"29.03.2002";"30.06.2027";"49048373";"824"
"Touré, Tidjany";"France / Côte d'Ivoire";"AM L";"Gil Vicente";"0";"0";"1750";"2365850";"15.07.2002";"30.06.2027";"49048448";"1481"
"Vargas, Thibaut";"France";"D/WB/M R";"Laval MFC";"0";"0";"4390";"710890";"22.05.2000";"30.06.2026";"49048714";"2062"
"Kilama, Guy-Marcelin";"Cameroun";"D C";"Ordabasy";"5";"0";"3390";"808850";"30.05.1999";"31.12.2026";"49049545";"483762"
"Thio, Natanaël";"France / Cameroun";"WB/AM RL";"VIZ";"0";"0";"1400";"1419210";"01.07.1999";"30.06.2026";"49053609";"2403"
"Mouanga, Kévin";"France / Congo";"D RC";"Lausanne";"0";"0";"7910";"696370";"24.07.2000";"30.06.2027";"49053842";"1856"
"Diallo, Baïla";"Sénégal / France";"D/WB L";"Granada";"0";"0";"1500";"685130";"24.06.2001";"30.06.2028";"49054312";"1714"
"Zady Sery, Caleb";"Côte d'Ivoire";"AM RLC";"Molde";"0";"0";"5040";"3163650";"20.12.1999";"30.06.2028";"49054640";"1353"
"Benaïssa, Fahem";"France / Algérie";"D/WB/M L";"Mantova";"0";"0";"1550";"2244220";"29.04.2002";"30.06.2027";"49062618";"700198"
"Racovitan, Bogdan";"Roumanie / France";"D C";"Raków";"4";"0";"3530";"754980";"06.06.2000";"30.06.2028";"49063212";"722115"
"Durand, Damien";"France";"AM L, ST";"Red Star FC";"0";"0";"4270";"850350";"16.09.1995";"30.06.2026";"50080046";"873"
"Mejía, Aarón";"Mexique";"D RC";"Club América";"0";"0";"3960";"564190";"06.06.2001";"30.06.2027";"51075320";"1253"
"Smyth, Paul";"Irlande du Nord / Irlande";"AM RL";"QPR";"20";"2";"5800";"1418270";"10.09.1997";"30.06.2026";"52079995";"701"
"Armstrong, Sinclair";"Irlande";"AM RL, ST";"Bristol City";"1";"0";"14500";"5394000";"22.06.2003";"30.06.2028";"52094938";"619"
"Kartum, Sander";"Norvège";"WB L, AM LC";"Wellington Phoenix";"0";"0";"2320";"666710";"03.10.1995";"31.05.2027";"53163464";"15004168"
"Mané, Carlos";"Guinée-Bissau / Portugal";"AM RLC";"Kayserispor";"9";"1";"6210";"960040";"11.03.1994";"30.06.2026";"55024894";"1875"
"Cretu, Valentin";"Roumanie";"D/WB R";"FCSB";"2";"0";"3370";"347999990";"02.01.1989";"31.12.2026";"57034870";"1513"
"Puscas, George";"Roumanie";"AM L, ST";"Dinamo Bucuresti";"46";"11";"3000";"1378080";"08.04.1996";"30.06.2027";"57108725";"1500"
"Sorescu, Deian";"Roumanie";"D/WB/AM R";"Gazisehir FK";"21";"0";"6010";"1127790";"29.08.1997";"30.06.2027";"57137479";"130341"
"Umarbaev, Parvizjon";"Tadjikistan / Russie";"DM, AM C";"Lokomotiv Plovdiv";"64";"11";"1160";"914420";"01.11.1994";"30.06.2027";"58045536";"351"
"Yatimov, Rustam";"Tadjikistan / Russie";"GK";"Rostov";"48";"0";"13400";"1153730";"13.07.1998";"10.06.2029";"58127550";"1301104"
"Sobirxo'jaev, Sardor";"Ouzbékistan";"DM";"Pakhtakor";"16";"0";"4800";"421120";"06.11.1994";"31.12.2026";"59044492";"475411"
"Hamdamov, Dostonbek";"Ouzbékistan";"AM RL";"Pakhtakor";"34";"5";"4800";"191250";"24.07.1996";"31.12.2025";"59072150";"475411"
"Abdiholiqov, Bobur";"Ouzbékistan";"ST";"Nasaf";"16";"1";"4800";"556880";"23.04.1997";"31.12.2026";"59117483";"485456"
"O'Donnell, Stephen";"Écosse / Irlande";"D RLC";"Motherwell";"26";"0";"2090";"347999990";"11.05.1992";"31.05.2027";"61014168";"1584"
"McGinn, Paul";"Écosse";"D RLC";"Motherwell";"1";"0";"2090";"347999990";"22.10.1990";"31.05.2027";"61028791";"1584"
"Murray, Simon";"Écosse";"ST";"Dundee";"0";"0";"3480";"347999990";"15.03.1992";"31.05.2027";"61042954";"1555"
"Kelly, Liam";"Écosse";"GK";"Rangers";"1";"0";"8120";"375460";"23.01.1996";"31.05.2026";"61044916";"1570"
"Hardie, Ryan";"Écosse";"ST";"Huddersfield";"0";"0";"23200";"1818300";"17.03.1997";"30.06.2028";"61063289";"664"
"Dykes, Lyndon";"Écosse / Australie";"AM/F C";"Charlton";"42";"9";"23200";"2320810";"07.10.1995";"30.06.2026";"61069620";"628"
"Spencer, Brad";"Angleterre / Écosse";"DM";"Falkirk";"0";"0";"1390";"1333420";"16.05.1996";"31.05.2028";"61085293";"1563"
"Graham, Ross";"Écosse";"D C";"Dundee United";"0";"0";"3480";"901110";"23.02.2001";"31.05.2026";"61088730";"1556"
"Ramsay, Calvin";"Écosse";"D/WB R";"Liverpool";"1";"0";"17400";"1388520";"31.07.2003";"30.06.2027";"61098180";"676"
"Kvržic, Zoran";"Bosnie / Croatie";"D/WB/M R";"Borac (BL)";"8";"0";"350";"48850";"07.08.1988";"31.05.2026";"62036926";"1104133"
"Vukcevic, Andrija";"Monténégro";"D/WB/M L";"Preston";"17";"0";"5800";"2677860";"11.10.1996";"30.06.2028";"62140884";"700"
"Ðakovac, Ifet";"Bosnie / Serbie";"AM C";"Akron";"1";"0";"8020";"1948520";"05.12.1997";"30.06.2028";"62142828";"58145316"
"Mešanovic, Jasmin";"Bosnie";"AM RL, ST";"Kisvárda";"1";"0";"4030";"258710";"06.01.1992";"30.06.2026";"62219084";"38013478"
"Kim Jin-Gyu";"Corée du Sud";"M LC";"Jeonbuk";"16";"3";"2600";"449740";"24.02.1997";"31.12.2026";"66035358";"130776"
"Kim Tae-Hwan";"Corée du Sud";"D/WB/M R";"Gimcheon";"0";"0";"2100";"408860";"25.03.2000";"31.12.2028";"66043042";"106809"
"Mackay, Ian";"Espagne / Écosse";"GK";"Intercity";"0";"0";"5460";"36290";"14.07.1986";"30.06.2026";"67000281";"67290895"
"Olazabal, Oier";"Espagne / Pays Basque";"GK";"-";"0";"0";"0";"0";"11.10.1989";"-";"67029330";"-1"
"Mario Gaspar";"Espagne";"D/WB R";"-";"3";"2";"0";"0";"24.11.1990";"-";"67066949";"-1"
"Vázquez, Kevin";"Espagne";"D/WB R";"S. Gijon";"0";"0";"5330";"179840";"23.03.1993";"30.06.2026";"67107816";"1744"
"Peña, Álvaro";"Espagne / Pays Basque";"AM LC";"Barakaldo";"0";"0";"4700";"134350";"24.10.1991";"30.06.2026";"67111493";"1667"
"Sol, Fran";"Espagne";"ST";"H. Alicante";"0";"0";"4960";"347999990";"13.03.1992";"30.06.2027";"67117359";"1716"
"Señé, Josep";"Espagne";"AM RLC";"Sant Andreu";"0";"0";"5370";"147260";"10.12.1991";"30.06.2026";"67126615";"4212118"
"Gallego, Enric";"Espagne";"ST";"Tenerife";"0";"0";"3360";"65980";"12.09.1986";"30.06.2026";"67136474";"1680"
"Núñez, Miguel";"Espagne";"D LC, DM";"Extremadura";"0";"0";"4630";"50140";"04.06.1987";"30.06.2026";"67138041";"2000380396"
"Merino, Sabin";"Espagne / Pays Basque";"AM L, ST";"Barakaldo";"0";"0";"4700";"162250";"04.01.1992";"30.06.2026";"67154515";"1667"
"Rahmani, Yanis";"France / Algérie / Pays Basque";"AM LC, F C";"Cartagena";"0";"0";"5790";"653160";"13.05.1995";"30.06.2026";"67157634";"4203003"
"Whalley, Óscar";"Espagne / Angleterre / Mexique";"GK";"Chivas";"0";"0";"4600";"201700";"29.03.1994";"30.06.2026";"67179328";"1255"
"Galilea, Einar";"Espagne / Pays Basque";"D C";"Málaga";"0";"0";"3010";"418740";"22.05.1994";"30.06.2026";"67195850";"2096"
"Jauregi, Eneko";"Espagne / Pays Basque";"ST";"Málaga";"0";"0";"4010";"593780";"13.07.1996";"30.06.2026";"67208359";"2096"
"Ruiz, Víctor";"Espagne";"AM RLC";"Kuala Lumpur";"0";"0";"1930";"347999990";"02.11.1993";"30.11.2026";"67210998";"135351"
"Sergio González";"Espagne";"D C, DM";"Burgos";"0";"0";"4920";"685130";"14.05.1997";"30.06.2027";"67227123";"4200566"
"Mboula, Jordi";"Espagne / Congo";"AM RL";"Henan";"0";"0";"7520";"1864260";"16.03.1999";"31.12.2027";"67231279";"131162"
"Jaime, Guillem";"Espagne";"D/WB RL";"KF Egnatia";"0";"0";"260";"275000";"06.01.1999";"30.06.2027";"67245416";"8350953"
"Owusu, Kwabena";"Ghana";"AM RL, ST";"Sakaryaspor";"5";"0";"6210";"879680";"18.06.1997";"30.06.2026";"67247436";"130346"
"Arnau";"Espagne";"GK";"Kochi";"0";"0";"5700";"415990";"27.12.1997";"31.01.2026";"67272067";"792341"
"Montero, Javi";"Espagne";"D C";"Málaga";"0";"0";"4010";"534400";"14.01.1999";"30.06.2026";"67272504";"2096"
"Peru Rodríguez";"Espagne / Pays Basque";"D C";"Leonesa";"0";"0";"4630";"593780";"05.04.2002";"30.06.2026";"67276475";"2093"
"Álvarez, Fran";"Espagne";"AM C";"Widzew";"0";"0";"3310";"1051940";"21.01.1998";"30.06.2028";"67280753";"1468"
"Murillo, Diego";"Espagne";"D RC";"Málaga";"0";"0";"2000";"685130";"14.03.2001";"30.06.2027";"67280847";"2096"
"Gozálbez, Pablo";"Espagne";"AM C";"Arouca";"0";"0";"1800";"2205450";"30.04.2001";"30.06.2027";"67295024";"729500"
"David Rodríguez";"Espagne";"D/WB RL";"Tenerife";"0";"0";"1920";"761260";"26.06.2000";"30.06.2028";"67298488";"1680"
"Helander, Filip";"Suède";"D C";"BK Häcken";"23";"0";"2250";"347999990";"22.04.1993";"31.12.2028";"68014240";"1783"
"Antalyali, Taylan";"Turquie";"DM";"Rizespor";"9";"0";"16040";"964260";"08.01.1995";"30.06.2027";"70075966";"130366"
"Ülgün, Ogulcan";"Turquie";"DM";"Gençlerbirligi";"0";"0";"6210";"1309490";"11.05.1998";"30.06.2027";"70104042";"1873"
"Yazgili, Ugurcan";"Turquie";"D C";"Konyaspor";"0";"0";"6210";"1015010";"09.04.1999";"30.06.2027";"70107268";"130344"
"Bayram, Emin";"Turquie";"D C";"Westerlo";"0";"0";"4510";"6340690";"02.04.2003";"30.06.2028";"70137158";"289"
"Abubakar, Lalas";"Ghana / États-Unis";"D C";"FC Dallas";"0";"0";"12170";"1627640";"25.12.1994";"31.12.2026";"72048221";"1905"
"Cowell, Cade";"États-Unis / Mexique";"AM RL, ST";"New York";"11";"1";"4600";"2215530";"14.10.2003";"31.12.2029";"72053451";"72000160"
"Díaz, Marcelo";"Chili";"DM";"Univ. de Chile";"62";"1";"6770";"62040";"30.12.1986";"31.12.2026";"75000479";"404"
"Valencia, Leonardo";"Chili";"AM LC";"Deportes Concepción";"9";"1";"4100";"347999990";"25.04.1991";"31.12.2026";"75015318";"104361"
"Abrigo, Joe";"Chili";"AM LC, F C";"Palestino";"0";"0";"2350";"718370";"22.03.1995";"31.12.2026";"75030231";"130780"
"Pavez Muñoz, Luis";"Chili";"D/WB L";"O'Higgins";"0";"0";"2270";"862050";"17.09.1995";"31.12.2026";"75031253";"400"
"Véjar, Brayan";"Chili";"D/WB/M RL";"Deportes Concepción";"0";"0";"2270";"718370";"14.07.1995";"31.12.2026";"75031426";"104361"
"Montecinos, Joaquín";"Chili / Colombie";"AM RL";"Deportes Limache";"11";"0";"2020";"870760";"07.12.1995";"31.12.2026";"75032148";"75034130"
"Henríquez, Jorge";"Chili";"AM C";"Deportes Concepción";"0";"0";"2360";"347999990";"17.06.1994";"31.12.2026";"75037701";"104361"
"Wiemberg, Erick";"Chili";"D LC";"Colo Colo";"2";"0";"2530";"287150";"20.06.1994";"31.12.2026";"75041486";"399"
"Berríos, Benjamín";"Chili";"DM";"Everton";"0";"0";"2210";"909940";"09.03.1998";"31.12.2026";"75041754";"130782"
"Waterman, Cecilio";"Panama";"ST";"U. de Concepción";"40";"10";"2210";"347999990";"13.04.1991";"31.12.2026";"78044572";"130789"
"Augusto, Loide";"Angola";"AM RL";"Rizespor";"6";"1";"3840";"824110";"26.02.2000";"31.12.2027";"83335583";"130366"
"Kurzawa, Layvin";"France / Martinique";"D/WB L";"Persib";"13";"1";"580";"31000";"04.09.1992";"01.07.2026";"85010869";"116140"
"Djilobodji, Papy";"Sénégal";"D C";"Sariyer";"17";"0";"6210";"79170";"01.12.1988";"30.06.2026";"85059351";"1301254"
"Nouri, Riad";"France / Algérie";"AM RL";"AC Ajaccio";"0";"0";"0";"0";"07.06.1985";"-";"85063748";"400362"
"Mpasi, Lionel";"R.D. Congo / France";"GK";"Havre AC";"16";"0";"4070";"479690";"01.08.1994";"30.06.2027";"85072030";"856"
"Croizet-Kollár, Yohan";"France";"AM RLC, F C";"Diósgyõr";"0";"0";"5340";"347999990";"15.02.1992";"30.06.2027";"85072760";"130821"
"Giraudon, Jimmy";"France";"D C, DM";"US Orléans";"0";"0";"4950";"192230";"16.01.1992";"30.06.2026";"85081075";"2075"
"Escales, Florian";"France";"GK";"FC Annecy";"0";"0";"4310";"719530";"03.02.1996";"30.06.2028";"85103599";"85052735"
"Louiserre, Dylan";"France / Guadeloupe";"DM";"EA Guingamp";"0";"0";"4670";"1025330";"02.02.1995";"30.06.2028";"85133737";"840"
"Tuiloma, Bill";"Nouvelle-Zélande / Samoa / États-Unis";"D RC, DM";"Wellington Phoenix";"42";"4";"1360";"1340200";"27.03.1995";"30.06.2028";"85134381";"15004168"
"Demoncy, Yohan";"France";"DM, AM C";"EA Guingamp";"0";"0";"5090";"1242820";"07.04.1996";"30.06.2027";"85135977";"840"
"Prévot, Maxence";"France";"GK";"OH Leuven";"0";"0";"3850";"850350";"09.04.1997";"30.06.2026";"85141367";"280"
"Fofana, Boubacar";"France / Guinée";"AM RL, ST";"FCSM";"0";"0";"5090";"799480";"07.09.1998";"30.06.2027";"85145170";"2009"
"Cummings, Harold";"Panama";"D C";"Plaza Amador";"99";"1";"1880";"13350";"01.03.1992";"30.06.2026";"86008026";"308262"
"Bello, Eduard";"Venezuela";"AM RL";"Atlético Nacional";"24";"4";"4760";"325890";"20.08.1995";"31.12.2027";"86037945";"427"
"Sagredo, José";"Bolivie";"D RLC";"Bolívar";"63";"1";"960";"347999990";"10.03.1994";"31.12.2026";"86041320";"309"
"Rakovsky, Patrick";"Allemagne / Rép. tchèque";"GK";"Phoenix";"0";"0";"1650";"347999990";"02.06.1993";"30.11.2026";"91100535";"20044628"
"Gjasula, Klaus";"Albanie / Allemagne";"D C, DM";"Rot-Weiss Essen";"29";"1";"3460";"44940";"14.12.1989";"30.06.2026";"91105896";"2249"
"Engelhardt, Erik";"Allemagne";"AM LC, F C";"FC Energie Cottbus";"0";"0";"4920";"606500";"18.04.1998";"30.06.2027";"91143886";"2240"
"Dressel, Dennis";"Allemagne";"DM";"SSV Ulm 1846";"0";"0";"3560";"864260";"26.10.1998";"30.06.2027";"91175669";"957"
"Golz, Jakob";"Allemagne";"GK";"Rot-Weiss Essen";"0";"0";"1010";"250620";"16.08.1998";"30.06.2027";"91175821";"2249"
"Bätzner, Nick";"Allemagne";"AM RLC";"SC Paderborn 07";"0";"0";"5770";"744340";"15.03.2000";"30.06.2028";"91183534";"121198"
"Viet, Christian";"Allemagne";"DM, AM C";"MSV Duisburg";"0";"0";"5700";"606500";"27.03.1999";"30.06.2027";"91184465";"933"
"David, Jonas";"Allemagne / Nigeria";"D C, DM";"SSV Ulm 1846";"0";"0";"4970";"818770";"08.03.2000";"30.06.2027";"91187772";"957"
"Kaya, Fatih";"Allemagne / Turquie";"AM LC, F C";"SV Wehen Wiesbaden";"0";"0";"5810";"501240";"13.11.1999";"30.06.2027";"91188821";"121208"
"Brumme, Lucas";"Allemagne";"D/WB/AM L";"Rot-Weiss Essen";"0";"0";"2310";"545850";"25.09.1999";"30.06.2027";"91208712";"2249"
"Lofolomo, Enrique";"Allemagne / R.D. Congo";"D C, DM";"Zulte Waregem";"0";"0";"5280";"1519010";"14.04.2000";"30.06.2027";"91208792";"299"
"Lobinger, Lex-Tyger";"Allemagne";"ST";"MSV Duisburg";"0";"0";"3410";"606500";"22.02.1999";"30.06.2028";"91208793";"933"
"Engels, Mario";"Allemagne";"AM RLC, F C";"Heracles Almelo";"0";"0";"2880";"347999990";"22.10.1993";"30.06.2027";"92016239";"1037"
"Sansone, Nicola";"Italie / Allemagne";"AM LC, F C";"-";"3";"0";"0";"0";"10.09.1991";"-";"92016695";"-1"
"Redondo, Kenny Prince";"Allemagne / Éthiopie / Espagne";"WB/AM L";"1. FC Kaiserslautern";"0";"0";"5770";"486420";"29.08.1994";"30.06.2026";"92065695";"945"
"Vasiliadis, Sebastian";"Grèce / Allemagne";"DM, AM C";"1. FC Saarbrücken";"0";"0";"6020";"449420";"04.10.1997";"30.06.2026";"92079018";"949"
"Moon Seon-Min";"Corée du Sud";"AM R";"Seoul";"21";"2";"2380";"347999990";"09.06.1992";"31.12.2026";"93038577";"130777"
"Ahlstrand, Erik";"Suède";"WB L, AM LC";"Heracles Almelo";"1";"0";"11540";"992450";"14.10.2001";"30.06.2027";"93135499";"1037"
"Murawski, Radoslaw";"Pologne";"DM";"Lech";"0";"0";"3700";"476840";"22.04.1994";"30.06.2026";"96045684";"1455"
"Puchacz, Tymoteusz";"Pologne";"D/WB L";"Sabah FK";"15";"0";"9610";"1529500";"23.01.1999";"30.06.2028";"96086694";"59130752"
"Marchwinski, Filip";"Pologne";"AM RLC";"U.S. Lecce";"2";"0";"12530";"952350";"10.01.2002";"30.06.2028";"96116988";"1141"
"Ajeti, Arlind";"Albanie / Suisse";"D C";"Bodrum FK";"35";"1";"6210";"1059840";"25.09.1993";"30.06.2027";"98009096";"70016859"
"Lungoyi, Christopher";"Suisse / R.D. Congo";"AM RL, ST";"Gazisehir FK";"0";"0";"6210";"1253100";"04.07.2000";"30.06.2027";"98041794";"130341"
"Devlin, Terry";"Irlande du Nord";"D/WB R, DM";"Portsmouth";"3";"0";"6960";"4924200";"06.11.2003";"30.06.2028";"2000006159";"699"
"Fayad, Khalil";"France / Maroc";"M C";"Montpellier";"0";"0";"5780";"3468580";"09.06.2004";"30.06.2027";"2000006178";"859"
"Morais, Tiago";"Portugal";"AM RL";"Casa Pia";"0";"0";"4810";"1642810";"03.09.2003";"30.06.2028";"2000013427";"2443"
"Corazza, Tommaso";"Italie";"D/WB RL";"Cesena FC";"0";"0";"3280";"2580380";"29.06.2004";"30.06.2027";"2000021030";"1120"
"Raimondo, Antonio";"Italie";"ST";"Frosinone";"0";"0";"14260";"3811930";"18.03.2004";"30.06.2027";"2000021170";"2199"
"Dellavalle, Alessandro";"Italie";"D RC";"Modena F.C.";"0";"0";"6440";"5557750";"11.05.2004";"30.06.2028";"2000025353";"1147"
"Humphreys, Cameron";"Angleterre";"DM, AM C";"Huddersfield";"0";"0";"9280";"12620800";"30.10.2003";"30.06.2026";"2000035291";"664"
"Chrisene, Ben";"Angleterre";"D LC, AM L";"Norwich";"0";"0";"6960";"10405200";"12.01.2004";"30.06.2028";"2000045455";"691"
"Alcedo, Juan María";"Espagne";"D/WB L";"Córdoba";"0";"0";"4690";"534400";"05.02.2001";"30.06.2026";"2000053921";"1704"
"Leaburn, Miles";"Angleterre / Jamaïque";"ST";"Charlton";"0";"0";"6960";"6803400";"28.11.2003";"30.06.2028";"2000056820";"628"
"Campbell, Tyreece";"Jamaïque / Angleterre";"AM RL, ST";"Charlton";"1";"0";"4350";"3577440";"14.09.2003";"30.06.2026";"2000056824";"628"
"Keben, Kévin";"Cameroun / France";"D C";"Watford";"0";"0";"12570";"6333600";"26.01.2004";"30.06.2028";"2000063317";"732"
"Cabanzón, Yeray";"Espagne";"AM RLC";"Andorre";"0";"0";"5060";"1864610";"14.05.2003";"30.06.2027";"2000076435";"1709"
"Trevitt, Ryan";"Angleterre";"DM, AM C";"Wigan";"0";"0";"5800";"4012590";"12.03.2003";"30.06.2026";"2000077039";"737"
"Benbouali, Ahmed Nadhir";"Algérie";"ST";"Gyõr";"0";"0";"5440";"1075160";"17.04.2000";"30.06.2027";"2000081515";"1054"
"Semedo, Vivaldo";"Portugal / Angola";"ST";"Watford";"0";"0";"12570";"5863800";"28.01.2005";"30.06.2030";"2000104444";"732"
"Guiu, Bernat";"Espagne";"AM R, ST";"Entella";"0";"0";"5070";"1323270";"20.09.2000";"30.06.2027";"2000111998";"43036943"
"Anas Haj, Mohamed";"Tunisie / Maroc / Italie";"AM RLC";"Beerschot";"2";"0";"6500";"5573790";"26.03.2005";"30.06.2028";"2000115189";"298"
"Diop, Mamadou";"Mauritanie / Sénégal / France";"GK";"Grenoble";"5";"0";"4470";"899410";"03.01.2000";"30.06.2028";"2000119135";"852"
"Oyono, Jérémy";"Gabon / France";"D/WB R";"Frosinone";"11";"1";"5640";"974410";"12.04.2001";"30.06.2027";"2000119357";"2199"
"Donley, Jamie";"Irlande du Nord / Angleterre";"AM C";"Oxford United";"3";"0";"11600";"12006000";"03.01.2005";"30.06.2029";"2000123638";"695"
"Calvani, Gabriele";"Italie";"D C";"Frosinone";"0";"0";"6250";"3811930";"12.01.2004";"30.06.2026";"2000127893";"2199"
"Rozic, Vinko";"Bosnie / Croatie";"AM RL, ST";"Istra 1961";"0";"0";"1960";"2806940";"01.08.2003";"30.06.2028";"2000128333";"662735"
"Newertton";"Brésil";"AM RL";"Shakhtar";"0";"0";"2820";"16771090";"03.06.2005";"30.06.2028";"2000135788";"1895"
"Manuel Ángel";"Espagne";"AM C";"R. Madrid";"0";"0";"5790";"7538650";"15.03.2004";"30.06.2027";"2000146335";"1736"
"Perea, Óscar";"Colombie";"AM L";"AVS SAD";"0";"0";"13880";"4495120";"27.09.2005";"30.06.2029";"2000149459";"2000263090"
"Assoumou, Jaurès";"Côte d'Ivoire / Mali";"AM RL, ST";"Samsunspor";"0";"0";"6210";"1578900";"17.10.2002";"30.06.2030";"2000158202";"1878"
"Coello, Alonso";"Espagne";"DM";"Toronto FC";"0";"0";"3880";"1431720";"12.10.1999";"31.12.2027";"2000178208";"72000789"
"Aleksic, Milan";"Serbie";"AM C";"Sunderland";"0";"0";"13220";"4468320";"30.08.2005";"30.06.2028";"2000180156";"722"
"Jaouen, Ewen";"France";"GK";"Reims";"0";"0";"5090";"1090200";"29.12.2005";"30.06.2028";"2000183134";"2047"
"Lenis, Kahiser";"Panama";"AM RL, ST";"Jaguares de Córdoba";"10";"2";"4580";"651780";"23.07.2000";"31.12.2026";"2000190674";"76034968"
"Koumas, Lewis";"Pays de Galles / Angleterre / Chypre";"AM RLC, F C";"Hull";"6";"0";"5800";"4667840";"19.09.2005";"30.06.2027";"2000191802";"665"
"Hödl, Jacob Peter";"Autriche";"AM RLC";"SK Sturm Graz";"0";"0";"1010";"7889520";"31.01.2007";"30.06.2029";"2000203186";"156"
"Hoffmann, Marco";"Autriche";"ST";"Hartberg";"0";"0";"960";"2190420";"08.11.2003";"30.06.2027";"2000207830";"137959"
"Kwayiba, Sinoxolo";"Afrique du Sud";"DM, AM C";"Chippa Utd";"5";"1";"2070";"163160";"15.02.2000";"30.06.2026";"2000220363";"65010424"
"Ifnaoui, Merwan";"France / Maroc";"AM RC";"Troyes";"0";"0";"4510";"1090200";"22.10.1998";"30.06.2027";"2000234272";"1971"
"Módica, Agustín";"Italie / Argentine";"ST";"Gimnasia (Mendoza)";"0";"0";"1330";"1189140";"12.01.2003";"31.12.2029";"2000245278";"956891"
"Topalovic, Luka";"Slovénie";"AM C";"Blu-neri";"0";"0";"7640";"20209990";"23.02.2006";"30.06.2026";"2000264561";"1135"
"Kabini, Samukele";"Afrique du Sud";"D/WB L";"Molde";"1";"0";"1260";"3486930";"15.03.2004";"31.12.2028";"2000279448";"1353"
"Bangura-Williams, Ra'ees";"Angleterre / Sierra Leone";"AM RLC";"Millwall";"0";"0";"5220";"10405200";"02.07.2004";"30.06.2028";"2000306947";"686"
"Güreler, Hamza";"Turquie";"D C";"Basaksehir";"0";"0";"6210";"4739720";"10.04.2006";"30.06.2028";"2000327877";"130343"
"Mbodji, Youssoupha";"Sénégal";"D L";"Slavia";"0";"0";"1640";"684400";"09.01.2004";"30.06.2030";"2000503590";"474"
"Mumba, Bali";"Angleterre / R.D. Congo";"D/WB/AM L";"Huddersfield";"0";"0";"10440";"1837440";"08.10.2001";"30.06.2029";"222138";"664"
"Larrivey, Joaquín";"Argentine / Italie";"ST";"Deportes Concepción";"0";"0";"2020";"347999990";"20.08.1984";"31.12.2026";"964511";"104361"
"Guzan, Brad";"États-Unis";"GK";"-";"64";"0";"0";"0";"09.09.1984";"-";"980785";"-1"
"Ruddy, John";"Angleterre";"GK";"Newcastle";"1";"0";"11600";"32570";"24.10.1986";"30.06.2026";"5123017";"688"
"Deac, Ciprian";"Roumanie";"AM RC";"CFR Cluj";"26";"4";"4240";"74920";"16.02.1986";"30.06.2026";"7546156";"7540205"
"Placide, Johny";"Haïti / France";"GK";"SC Bastia";"76";"0";"4170";"62900";"29.01.1988";"30.06.2026";"8442435";"876"
"Selmani, Gentian";"Albanie";"GK";"KF Teuta";"4";"0";"260";"166080";"09.03.1998";"30.06.2026";"11026078";"71"
"Abdel Shafy, Mohamed";"Égypte";"D/WB L";"-";"26";"1";"0";"0";"01.07.1985";"-";"12009751";"-1"
"Guèye, Lamine";"Sénégal";"AM R, ST";"Paris FC";"0";"0";"3760";"559080";"13.03.1998";"30.06.2026";"13181736";"867"
"Jebali, Chiheb";"Tunisie";"AM RC";"Espérance Tunis";"2";"1";"2310";"350280";"26.05.1996";"30.06.2027";"13202442";"106858"
"Ngoma, Fabrice";"R.D. Congo / Angola";"AM C";"Al-Nasr Benghazi";"17";"0";"3170";"0";"22.01.1994";"30.06.2026";"13210041";"5341596"
"Ben Hamida, Amine";"Tunisie";"D/WB L";"Espérance Tunis";"6";"0";"2980";"147870";"15.12.1995";"30.06.2026";"13232238";"106858"
"Casasola, Tiago";"Argentine / Italie";"D/WB/M R";"Catania";"0";"0";"5540";"694720";"11.08.1995";"30.06.2027";"14060326";"2193"
"Agüero, Facundo";"Argentine / Italie";"D C";"Tenerife";"0";"0";"1730";"475030";"21.01.1995";"30.06.2026";"14134541";"1680"
"Gorgon, Alexander";"Autriche / Pologne";"AM RLC, F C";"SCR Altach";"0";"0";"5230";"111820";"28.10.1988";"30.06.2026";"16003912";"137973"
"Sollbauer, Michael";"Autriche";"D C";"Ried";"0";"0";"3370";"100640";"15.05.1990";"30.06.2026";"16016893";"159"
"Hinteregger, Martin";"Autriche";"D C";"SGA Sirnitz";"67";"4";"0";"0";"07.09.1992";"-";"16020469";"16074856"
"Dähne, Thomas";"Allemagne";"GK";"TSV 1860 München";"0";"0";"2880";"263900";"04.01.1994";"30.06.2026";"16045766";"955"
"Maranda, Manuel";"Autriche";"D C";"FC Blau-Weiß Linz";"0";"0";"2310";"1290190";"09.07.1997";"30.06.2029";"16154996";"137962"
"Borkovic, Alexandar";"Autriche";"D C";"SKN St. Pölten";"0";"0";"4750";"754760";"11.06.1999";"30.06.2026";"16184567";"160"
"Helac, Ammar";"Autriche";"GK";"Hartberg";"0";"0";"1120";"762390";"13.06.1998";"30.06.2026";"16191249";"137959"
"Sabitzer, Thomas";"Autriche";"AM RL, ST";"WSG Tirol";"0";"0";"1740";"1303220";"12.10.2000";"30.06.2027";"16191348";"16324690"
"Koch, Tobias";"Autriche";"D C, DM";"Grazer AK 1902";"0";"0";"2310";"1361870";"06.04.2001";"30.06.2027";"16191381";"16309710"
